specimen_no,occurrence_no,reference_no,specimen_id,sex,specimen_part,is_type,measurement_no,measurement_type,average
116689,1147438,47241,PIN 2455/44,NULL,tegmen,holotype,243687,width,5.6
116689,1147438,47241,PIN 2455/44,NULL,tegmen,holotype,243688,length,13.5
116690,1147455,47246,V87,NULL,elytron,NULL,243689,width,4.5
116690,1147455,47246,V87,NULL,elytron,NULL,243690,length,9
116691,1147455,47246,V23,NULL,elytron,NULL,243691,width,5.5
116691,1147455,47246,V23,NULL,elytron,NULL,243692,length,14
116692,1147455,47246,V21,NULL,elytron,NULL,243693,width,5.5
116692,1147455,47246,V21,NULL,elytron,NULL,243694,length,10
116693,1147455,47246,V11,NULL,elytron,NULL,243695,width,4
116693,1147455,47246,V11,NULL,elytron,NULL,243696,length,11
116694,1147456,47246,GP/1T 1633,NULL,tegmen,paratype,243697,width,6
116694,1147456,47246,GP/1T 1633,NULL,tegmen,paratype,243698,length,10
116696,1147456,47246,GP/1T 1478,NULL,tegmen,holotype,243701,width,6
116696,1147456,47246,GP/1T 1478,NULL,tegmen,holotype,243702,length,11
116744,1147510,47254,692/1967,NULL,tegmen,NULL,243804,width,6.5
116744,1147510,47254,692/1967,NULL,tegmen,NULL,243805,length,19
116745,1147511,47254,693/1967,NULL,tegmen,NULL,243806,width,6.5
116745,1147511,47254,693/1967,NULL,tegmen,NULL,243807,length,20
116746,1147515,47255,NIGP 51620,NULL,forewing,holotype,243809,length,24
116747,956682,47255,NIGP 51619,NULL,forewing,holotype,243810,length,17
116753,1147754,47273,NULL,NULL,wing,holotype,243816,width,7
116753,1147754,47273,NULL,NULL,wing,holotype,243817,length,20
116754,1017500,47273,PIN 1079/22,NULL,forewing,holotype,243818,length,20
116755,1147756,47274,GSC 22689,NULL,forewing,holotype,243819,width,3.6
116755,1147756,47274,GSC 22689,NULL,forewing,holotype,243820,length,9.8
116757,1147755,47274,GSC 22688,NULL,forewing,holotype,243822,width,5.2
116757,1147755,47274,GSC 22688,NULL,forewing,holotype,243823,length,12.5
116758,1147755,47274,GSC 22688,NULL,hindwing,holotype,243824,length,9.2
116759,1147922,47277,PIN 3353/139,NULL,forewing,holotype,243825,width,11.3
116759,1147922,47277,PIN 3353/139,NULL,forewing,holotype,243826,length,31.5
116760,1147922,47277,PIN 3353/139,NULL,forewing,paratype,243827,width,11.1
116760,1147922,47277,PIN 3353/139,NULL,forewing,paratype,243828,length,30
116761,1147921,47277,PIN 3353/228,NULL,forewing,holotype,243829,width,7.7
116761,1147921,47277,PIN 3353/228,NULL,forewing,holotype,243830,length,21.3
116762,1147920,47277,PIN 3353/273,NULL,forewing,holotype,243831,width,9
116762,1147920,47277,PIN 3353/273,NULL,forewing,holotype,243832,length,30
116763,1147919,47277,PIN 3353/250,NULL,forewing,holotype,243833,width,10.6
116763,1147919,47277,PIN 3353/250,NULL,forewing,holotype,243834,length,33
116764,1147919,47277,PIN 3353/234,NULL,forewing,paratype,243835,width,9.1
116764,1147919,47277,PIN 3353/234,NULL,forewing,paratype,243836,length,29.5
116765,1147918,47277,PIN 3353/169,NULL,forewing,holotype,243837,width,9.5
116765,1147918,47277,PIN 3353/169,NULL,forewing,holotype,243838,length,28.5
116766,1147918,47277,PIN 3353/129,NULL,forewing,paratype,243839,width,8
116766,1147918,47277,PIN 3353/129,NULL,forewing,paratype,243840,length,24.6
116767,1147917,47277,PIN 3353/145,NULL,forewing,holotype,243841,width,8.5
116767,1147917,47277,PIN 3353/145,NULL,forewing,holotype,243842,length,23.5
116768,1147916,47277,PIN 3353/142,NULL,forewing,holotype,243843,width,9
116768,1147916,47277,PIN 3353/142,NULL,forewing,holotype,243844,length,28
116769,1147916,47277,PIN 3353/179,NULL,forewing,paratype,243845,width,8.7
116769,1147916,47277,PIN 3353/179,NULL,forewing,paratype,243846,length,27
116770,1147915,47277,PIN 3353/275,NULL,forewing,holotype,243847,width,12.5
116770,1147915,47277,PIN 3353/275,NULL,forewing,holotype,243848,length,30
116771,1147923,47277,PIN 94/117,NULL,forewing,holotype,243849,width,12.8
116771,1147923,47277,PIN 94/117,NULL,forewing,holotype,243850,length,34.6
116772,1147914,47277,PIN 3353/334,NULL,forewing,holotype,243851,width,10
116772,1147914,47277,PIN 3353/334,NULL,forewing,holotype,243852,length,31
116773,1147914,47277,PIN 3353/346,NULL,forewing,paratype,243853,width,9.4
116773,1147914,47277,PIN 3353/346,NULL,forewing,paratype,243854,length,30
116774,1147924,47278,K85,NULL,forewing,holotype,243855,length,70
116775,1147925,47279,Bergschule Saarbr?cken D/247,NULL,wing,holotype,243856,width,32
116775,1147925,47279,Bergschule Saarbr?cken D/247,NULL,wing,holotype,243857,length,130
116776,1147929,47281,SSN-11-NM-640,NULL,forewing,NULL,243858,width,6.6
116776,1147929,47281,SSN-11-NM-640,NULL,forewing,NULL,243859,length,20
116777,1147929,47281,LfD-NM-1,NULL,forewing,NULL,243860,width,6.9
116777,1147929,47281,LfD-NM-1,NULL,forewing,NULL,243861,length,18
116778,1147930,47281,SSN-11-NM-884,NULL,forewing,NULL,243862,width,10.6
116778,1147930,47281,SSN-11-NM-884,NULL,forewing,NULL,243863,length,40
116779,1147931,47281,SSN-11-NM-809,NULL,forewing,holotype,243864,width,9.6
116779,1147931,47281,SSN-11-NM-809,NULL,forewing,holotype,243865,length,26
116780,1147933,47281,LfD-NM-2,NULL,forewing,paratype,243866,width,4.8
116780,1147933,47281,LfD-NM-2,NULL,forewing,paratype,243867,length,13
116781,1147933,47281,LfD-NM-5,NULL,forewing,paratype,243868,width,4.5
116781,1147933,47281,LfD-NM-5,NULL,forewing,paratype,243869,length,12
116782,1147933,47281,SSN-11-NM-108,NULL,forewing,holotype,243870,width,4.4
116782,1147933,47281,SSN-11-NM-108,NULL,forewing,holotype,243871,length,13
116783,1147933,47281,SSN-11-NM-126,NULL,forewing,paratype,243872,width,4.5
116783,1147933,47281,SSN-11-NM-126,NULL,forewing,paratype,243873,length,13.5
116784,1147933,47281,SSN-11-NM-442,NULL,forewing,paratype,243874,width,4.5
116784,1147933,47281,SSN-11-NM-442,NULL,forewing,paratype,243875,length,13
116785,1147933,47281,SSN-11-NM-628,NULL,forewing,paratype,243876,width,4.4
116785,1147933,47281,SSN-11-NM-628,NULL,forewing,paratype,243877,length,12.2
116786,1147933,47281,SSN-11-NM-749,NULL,forewing,paratype,243878,width,4.2
116786,1147933,47281,SSN-11-NM-749,NULL,forewing,paratype,243879,length,12.2
116787,1147933,47281,SSN-11-NM-776,NULL,forewing,paratype,243880,width,4.5
116787,1147933,47281,SSN-11-NM-776,NULL,forewing,paratype,243881,length,11
116788,1147933,47281,SSN-11-NM-841,NULL,forewing,paratype,243882,width,4.1
116788,1147933,47281,SSN-11-NM-841,NULL,forewing,paratype,243883,length,10.2
116789,1147934,47281,SSN-11-NM-2,NULL,forewing,holotype,243884,width,6.6
116789,1147934,47281,SSN-11-NM-2,NULL,forewing,holotype,243885,length,16.5
116790,1147934,47281,SSN-11-NM-436,NULL,forewing,paratype,243886,width,6.5
116790,1147934,47281,SSN-11-NM-436,NULL,forewing,paratype,243887,length,17.5
116791,1147934,47281,SSN-11-NM-494,NULL,forewing,paratype,243888,width,6.7
116791,1147934,47281,SSN-11-NM-494,NULL,forewing,paratype,243889,length,16.5
116792,1147934,47281,SSN-11-NM-810,NULL,forewing,paratype,243890,width,6.4
116792,1147934,47281,SSN-11-NM-810,NULL,forewing,paratype,243891,length,16.5
116793,1147935,47281,SSN-11-NM-441,NULL,forewing,holotype,243892,width,6.8
116793,1147935,47281,SSN-11-NM-441,NULL,forewing,holotype,243893,length,21
116794,1147936,47281,SSN-11-NM-79,NULL,forewing,holotype,243894,width,3.1
116794,1147936,47281,SSN-11-NM-79,NULL,forewing,holotype,243895,length,9.5
116795,1147932,47281,LfD-NM-3,NULL,forewing,NULL,243896,width,6.5
116796,1147932,47281,SSN-11-NM-1005,NULL,forewing,NULL,243897,width,7
116796,1147932,47281,SSN-11-NM-1005,NULL,forewing,NULL,243898,length,24
116797,1147932,47281,SSN-11-NM-390,NULL,forewing,NULL,243899,width,14
116797,1147932,47281,SSN-11-NM-390,NULL,forewing,NULL,243900,length,42
116798,1147932,47281,SSN-11-NM-473,NULL,forewing,NULL,243901,width,9
116798,1147932,47281,SSN-11-NM-473,NULL,forewing,NULL,243902,length,30
116799,1147932,47281,SSN-11-NM-670,NULL,forewing,NULL,243903,width,7.5
116799,1147932,47281,SSN-11-NM-670,NULL,forewing,NULL,243904,length,18
116892,1148299,47288,Charles University 8/1964,NULL,elytron,holotype,244093,width,1.47
116892,1148299,47288,Charles University 8/1964,NULL,elytron,holotype,244094,length,4
116893,1148299,47288,Charles University 8/1964,NULL,elytron,holotype,244095,width,1.15
116893,1148299,47288,Charles University 8/1964,NULL,elytron,holotype,244096,length,4.9
116894,1148299,47288,Charles University 8/1964,NULL,hindwing,holotype,244097,width,2.8
116894,1148299,47288,Charles University 8/1964,NULL,hindwing,holotype,244098,length,4.4
116895,1148298,47288,Charles University 7/1964,NULL,elytron,holotype,244099,width,1.15
116895,1148298,47288,Charles University 7/1964,NULL,elytron,holotype,244100,length,5.7
116896,1148297,47288,Charles University 1/1964,NULL,elytron,holotype,244101,width,1.9
116896,1148297,47288,Charles University 1/1964,NULL,elytron,holotype,244102,length,8.2
116897,1148296,47288,Charles University 3/1964,NULL,elytron,holotype,244103,width,2.67
116897,1148296,47288,Charles University 3/1964,NULL,elytron,holotype,244104,length,8.2
116898,1148295,47288,Charles University 5/1964,NULL,elytron,holotype,244105,width,1.96
116898,1148295,47288,Charles University 5/1964,NULL,elytron,holotype,244106,length,11.6
116899,1148294,47288,Charles University 4/1964,NULL,elytron,holotype,244107,width,2
116899,1148294,47288,Charles University 4/1964,NULL,elytron,holotype,244108,length,6.8
116900,1148293,47288,Charles University 9/1964,NULL,elytron,holotype,244109,width,1.9
116900,1148293,47288,Charles University 9/1964,NULL,elytron,holotype,244110,length,6.7
116902,1146705,47288,Charles University 6/1964,NULL,elytron,holotype,244115,width,1.52
116902,1146705,47288,Charles University 6/1964,NULL,elytron,holotype,244116,length,5.9
116903,1146708,47288,Charles University 2/1964,NULL,elytron,NULL,244117,width,2
116903,1146708,47288,Charles University 2/1964,NULL,elytron,NULL,244118,length,18
116904,1148290,47288,Charles University 12/1964,NULL,forewing,NULL,244119,width,8.2
116904,1148290,47288,Charles University 12/1964,NULL,forewing,NULL,244120,length,16.2
116905,1148289,47288,Charles University 10/1964,NULL,forewing,holotype,244121,width,4.5
116905,1148289,47288,Charles University 10/1964,NULL,forewing,holotype,244122,length,10.5
116906,1148288,47288,Charles University 11/1964,NULL,forewing,NULL,244123,width,6.6
116906,1148288,47288,Charles University 11/1964,NULL,forewing,NULL,244124,length,18
116907,1147966,47288,Charles University 13/1964,NULL,forewing,holotype,244125,width,2.6
116907,1147966,47288,Charles University 13/1964,NULL,forewing,holotype,244126,length,8.5
116908,1147965,47288,Charles University 17/1964,NULL,tegmen,holotype,244127,width,3.2
116908,1147965,47288,Charles University 17/1964,NULL,tegmen,holotype,244128,length,9.5
116909,1147964,47288,Charles University 18/1964,NULL,tegmen,holotype,244130,width,13
116909,1147964,47288,Charles University 18/1964,NULL,tegmen,holotype,244131,length,34.6
116910,1147963,47288,Charles University 19/1964,NULL,tegmen,holotype,244133,width,9
116910,1147963,47288,Charles University 19/1964,NULL,tegmen,holotype,244134,length,28
116911,1147962,47288,Charles University 22/1964,NULL,tegmen,holotype,244135,width,2.9
116911,1147962,47288,Charles University 22/1964,NULL,tegmen,holotype,244136,length,10.4
116949,1148320,47313,UFRGS MP-I-5273,NULL,forewing,holotype,244203,width,1.6
116949,1148320,47313,UFRGS MP-I-5273,NULL,forewing,holotype,244204,length,4.9
116964,1148358,47316,PIN 923/776,NULL,forewing,holotype,244244,length,9.9
116975,1148375,47317,PIN 1700/389,NULL,forewing,holotype,244282,width,5
116975,1148375,47317,PIN 1700/389,NULL,forewing,holotype,244283,length,15
116976,1148372,47317,PIN 1700/388,NULL,forewing,paratype,244287,width,4.5
116976,1148372,47317,PIN 1700/388,NULL,forewing,paratype,244288,length,12
116978,1148372,47317,PIN 1700/3209,NULL,forewing,holotype,244290,width,3.8
116978,1148372,47317,PIN 1700/3209,NULL,forewing,holotype,244291,length,9
117000,1148714,47323,PIN 2402/2,NULL,forewing,holotype,244326,width,1.3
117000,1148714,47323,PIN 2402/2,NULL,forewing,holotype,244327,length,4.15
117001,1148715,47323,PIN 5382/81,NULL,forewing,NULL,244328,width,1.8
117001,1148715,47323,PIN 5382/81,NULL,forewing,NULL,244329,length,5.5
117041,1148756,47331,CNU-HYM-LB2012102,NULL,forewing,holotype,244424,length,6.5
117045,1148759,47319,NIGP 154976,NULL,elytron,holotype,244435,width,3.6
117045,1148759,47319,NIGP 154976,NULL,elytron,holotype,244436,length,11.5
117047,1148760,47319,NIGP 154977,NULL,elytron,holotype,244439,width,3
117047,1148760,47319,NIGP 154977,NULL,elytron,holotype,244440,length,10.2
117049,1148761,47319,NIGP 154978,NULL,elytron,holotype,244443,width,2.6
117049,1148761,47319,NIGP 154978,NULL,elytron,holotype,244444,length,8.5
117051,1148762,47319,BMNH II 3060.1,NULL,elytron,holotype,244446,width,3.2
117051,1148762,47319,BMNH II 3060.1,NULL,elytron,holotype,244447,length,8.5
117052,1148762,47319,BMNH II 3061,NULL,elytron,paratype,244448,width,3
117052,1148762,47319,BMNH II 3061,NULL,elytron,paratype,244449,length,8.5
117053,1148763,47319,BMNH II 3060.2,NULL,elytron,holotype,244450,width,2.2
117053,1148763,47319,BMNH II 3060.2,NULL,elytron,holotype,244451,length,6
117054,1148764,47319,BMB 020459,NULL,elytron,holotype,244452,width,1.9
117054,1148764,47319,BMB 020459,NULL,elytron,holotype,244453,length,4.5
117055,1148765,47319,BMNH II. 3062,NULL,elytron,holotype,244454,width,4.1
117055,1148765,47319,BMNH II. 3062,NULL,elytron,holotype,244455,length,12.7
117088,1148832,47337,NIGP DHG200051,NULL,wing,holotype,244515,width,1.5
117088,1148832,47337,NIGP DHG200051,NULL,wing,holotype,244516,length,4.1
117090,1148833,47340,NIGP 135220,NULL,wing,holotype,244519,width,6.5
117090,1148833,47340,NIGP 135220,NULL,wing,holotype,244520,length,15.6
117126,1149526,47416,CNU-BLA-NN2011001,NULL,forewing,holotype,244658,width,5.6
117126,1149526,47416,CNU-BLA-NN2011001,NULL,forewing,holotype,244659,length,14.8
117401,1151704,47322,KU 57,NULL,tegmen,holotype,245345,width,11
117401,1151704,47322,KU 57,NULL,tegmen,holotype,245346,length,26
117402,1151705,47322,KU 63,NULL,tegmen,holotype,245347,width,11
117402,1151705,47322,KU 63,NULL,tegmen,holotype,245348,length,25
117403,1151705,47322,KU 39,NULL,tegmen,paratype,245349,width,9
117403,1151705,47322,KU 39,NULL,tegmen,paratype,245350,length,22
117404,962926,47322,KU 115,NULL,tegmen,holotype,245351,width,7
117404,962926,47322,KU 115,NULL,tegmen,holotype,245352,length,20
117405,1151700,47322,Coll Sellards 1001,NULL,tegmen,holotype,245353,width,7
117405,1151700,47322,Coll Sellards 1001,NULL,tegmen,holotype,245354,length,20
117406,1151701,47322,Sellards Coll 8,NULL,tegmen,holotype,245355,width,5
117406,1151701,47322,Sellards Coll 8,NULL,tegmen,holotype,245356,length,15
117407,1151701,47322,Sellards Coll 44,NULL,tegmen,paratype,245357,width,4.5
117407,1151701,47322,Sellards Coll 44,NULL,tegmen,paratype,245358,length,13
117408,1151702,47322,1013,NULL,tegmen,holotype,245359,length,12
117409,1151707,47322,KU 138,NULL,tegmen,holotype,245360,width,10
117409,1151707,47322,KU 138,NULL,tegmen,holotype,245361,length,24
117410,1151708,47322,KU 161,NULL,tegmen,holotype,245362,width,6
117410,1151708,47322,KU 161,NULL,tegmen,holotype,245363,length,14
117411,1151723,47322,YPM 72,NULL,tegmen,holotype,245364,width,4.5
117411,1151723,47322,YPM 72,NULL,tegmen,holotype,245365,length,12
117412,1151709,47322,KU 161,NULL,tegmen,holotype,245366,width,7
117412,1151709,47322,KU 161,NULL,tegmen,holotype,245367,length,24
117413,1151710,47322,KU 56,NULL,tegmen,holotype,245368,width,8
117413,1151710,47322,KU 56,NULL,tegmen,holotype,245369,length,24
117414,1151711,47322,KU 171,NULL,tegmen,holotype,245370,width,8
117414,1151711,47322,KU 171,NULL,tegmen,holotype,245371,length,18
117415,1151712,47322,KU 125,NULL,tegmen,holotype,245372,width,10
117415,1151712,47322,KU 125,NULL,tegmen,holotype,245373,length,29
117416,1151713,47322,KU 147,NULL,tegmen,holotype,245374,width,11.5
117416,1151713,47322,KU 147,NULL,tegmen,holotype,245375,length,25
117417,1151725,47322,123,NULL,tegmen,holotype,245376,width,3.5
117417,1151725,47322,123,NULL,tegmen,holotype,245377,length,11
117980,1154812,47557,UCCIPR L-18 F-1539,NULL,forewing,NULL,247227,width,5.1
117980,1154812,47557,UCCIPR L-18 F-1539,NULL,forewing,NULL,247228,length,15.5
117981,1154812,47557,UCCIPR L-18 F-1538,NULL,forewing,NULL,247229,width,5.5
117981,1154812,47557,UCCIPR L-18 F-1538,NULL,forewing,NULL,247230,length,16.7
117982,1154797,47557,2003.2.3-CDM-027,NULL,forewing,NULL,247231,width,5.4
117982,1154797,47557,2003.2.3-CDM-027,NULL,forewing,NULL,247232,length,15.5
117983,1154797,47557,2003.2.5-CDM-029,NULL,forewing,NULL,247233,width,5.3
117983,1154797,47557,2003.2.5-CDM-029,NULL,forewing,NULL,247234,length,15.4
117984,1154813,47557,UWBM PB4075,NULL,forewing,NULL,247235,width,5.6
117984,1154813,47557,UWBM PB4075,NULL,forewing,NULL,247236,length,16.4
117992,1154797,47557,2003.2.4-CDM-028,NULL,forewing,NULL,247265,width,5.9
117992,1154797,47557,2003.2.4-CDM-028,NULL,forewing,NULL,247266,length,16.7
117993,1154812,47557,UCCIPR L-18 F-986,NULL,forewing,NULL,247267,width,5.6
117993,1154812,47557,UCCIPR L-18 F-986,NULL,forewing,NULL,247268,length,16
117995,1154812,47557,UCCIPR L-18 F-991,NULL,forewing,NULL,247273,width,5.4
117995,1154812,47557,UCCIPR L-18 F-991,NULL,forewing,NULL,247274,length,16.4
117996,1154797,47557,2003.2.6-CDM-030,NULL,forewing,NULL,247275,width,5.5
117996,1154797,47557,2003.2.6-CDM-030,NULL,forewing,NULL,247276,length,15.7
117997,1154797,47557,2003.2.8-CDM-032,NULL,forewing,NULL,247277,width,5.2
117997,1154797,47557,2003.2.8-CDM-032,NULL,forewing,NULL,247278,length,15.9
117998,1154908,47557,SR 01-06-02,NULL,forewing,NULL,247279,width,5.1
117998,1154908,47557,SR 01-06-02,NULL,forewing,NULL,247280,length,13.7
117999,1154908,47557,SR 08-35-04,NULL,hindwing,NULL,247281,width,5.2
117999,1154908,47557,SR 08-35-04,NULL,hindwing,NULL,247282,length,14.9
118000,1154908,47557,SR 09-11-01,NULL,hindwing,NULL,247283,width,4.8
118000,1154908,47557,SR 09-11-01,NULL,hindwing,NULL,247284,length,14.5
118001,1154907,47557,SRUI 08-07-07,NULL,hindwing,holotype,247285,width,5.9
118001,1154907,47557,SRUI 08-07-07,NULL,hindwing,holotype,247286,length,14.7
118055,1155909,47581,CNU-M-NN2010028,female,forewing,holotype,247428,width,11
118055,1155909,47581,CNU-M-NN2010028,female,forewing,holotype,247429,length,43
118056,1155909,47581,CNU-M-NN2010025,female,forewing,paratype,247430,width,7.8
118056,1155909,47581,CNU-M-NN2010025,female,forewing,paratype,247431,length,31.6
118057,1155910,47581,CNU-M-NN2010026,female,forewing,holotype,247432,width,8.2
118057,1155910,47581,CNU-M-NN2010026,female,forewing,holotype,247433,length,36.4
118058,1155911,47581,CNU-M-NN2010017,female,forewing,holotype,247434,width,11
118058,1155911,47581,CNU-M-NN2010017,female,forewing,holotype,247435,length,43.5
118059,1155911,47581,CNU-M-NN2010010,female,forewing,paratype,247436,width,11.2
118059,1155911,47581,CNU-M-NN2010010,female,forewing,paratype,247437,length,43.5
118060,1155911,47581,CNU-M-NN2010018,NULL,forewing,paratype,247438,width,11
118060,1155911,47581,CNU-M-NN2010018,NULL,forewing,paratype,247439,length,43
118061,1155915,47581,CNU-M-NN2011011,NULL,forewing,paratype,247440,width,9
118061,1155915,47581,CNU-M-NN2011011,NULL,forewing,paratype,247441,length,35
118062,1155915,47581,CNU-M-NN2011010,NULL,hindwing,paratype,247442,width,10.5
118062,1155915,47581,CNU-M-NN2011010,NULL,hindwing,paratype,247443,length,41
118063,1155915,47581,CNU-M-NN2011007,NULL,hindwing,paratype,247444,width,4.9
118063,1155915,47581,CNU-M-NN2011007,NULL,hindwing,paratype,247445,length,21
118064,1155912,47581,CNU-M-NN2010014,female,forewing,holotype,247446,width,8
118064,1155912,47581,CNU-M-NN2010014,female,forewing,holotype,247447,length,38.2
118065,1155912,47581,CNU-M-NN2010024,NULL,forewing,paratype,247448,width,6.5
118065,1155912,47581,CNU-M-NN2010024,NULL,forewing,paratype,247449,length,31
118066,1155913,47581,CNU-M-NN2010027,female,forewing,holotype,247450,width,8.8
118066,1155913,47581,CNU-M-NN2010027,female,forewing,holotype,247451,length,30
118067,1155913,47581,CNU-M-NN2010036,NULL,forewing,paratype,247452,width,8
118067,1155913,47581,CNU-M-NN2010036,NULL,forewing,paratype,247453,length,27.3
118068,1155914,47581,CNU-M-NN2010016,NULL,forewing,holotype,247454,width,9.1
118068,1155914,47581,CNU-M-NN2010016,NULL,forewing,holotype,247455,length,39.7
118069,1155914,47581,CNU-M-NN2010011,NULL,forewing,paratype,247456,width,5.3
118069,1155914,47581,CNU-M-NN2010011,NULL,forewing,paratype,247457,length,22.9
118070,1155916,47581,CNU-M-NN2011001,NULL,forewing,paratype,247458,width,9.3
118070,1155916,47581,CNU-M-NN2011001,NULL,forewing,paratype,247459,length,40
118071,1155916,47581,CNU-M-NN2011005,NULL,forewing,paratype,247460,width,8
118071,1155916,47581,CNU-M-NN2011005,NULL,forewing,paratype,247461,length,33.5
118128,1156698,47627,NIGP 52145,NULL,tegmen,holotype,247564,width,5
118128,1156698,47627,NIGP 52145,NULL,tegmen,holotype,247565,length,20
118129,1156700,47627,NIGP 52147,NULL,tegmen,NULL,247566,width,3.5
118129,1156700,47627,NIGP 52147,NULL,tegmen,NULL,247567,length,8.4
118130,1156703,47627,NIGP 52148,NULL,tegmen,holotype,247568,width,2.3
118130,1156703,47627,NIGP 52148,NULL,tegmen,holotype,247569,length,6
118131,1156704,47627,Shanwang Mus 750118,NULL,tegmen,holotype,247570,width,8.5
118131,1156704,47627,Shanwang Mus 750118,NULL,tegmen,holotype,247571,length,25
118177,1156917,47658,AM F.110534,NULL,elytron,holotype,247654,width,0.81
118177,1156917,47658,AM F.110534,NULL,elytron,holotype,247655,length,2
118179,1156918,47658,AM F.109735,NULL,elytron,holotype,247657,width,0.74
118179,1156918,47658,AM F.109735,NULL,elytron,holotype,247658,length,1.19
118295,1157375,47681,CNU-NX1-266,NULL,forewing,holotype,247933,width,10.3
118295,1157375,47681,CNU-NX1-266,NULL,forewing,holotype,247934,length,27.6
118296,1157376,4979,ISM 14876,NULL,hindwing,holotype,247935,width,42
118296,1157376,4979,ISM 14876,NULL,hindwing,holotype,247936,length,110
118297,1157378,4979,ISM 14880,NULL,hindwing,holotype,247937,width,35
118297,1157378,4979,ISM 14880,NULL,hindwing,holotype,247938,length,85
118298,1157379,4979,ISM 14879,NULL,forewing,holotype,247939,width,23
118298,1157379,4979,ISM 14879,NULL,forewing,holotype,247940,length,73
118299,1158040,47725,CNU-BLA-NN-2012055,NULL,tegmen,holotype,247943,width,6
118299,1158040,47725,CNU-BLA-NN-2012055,NULL,tegmen,holotype,247944,length,22
118946,1161860,47775,University of Munich 1964 XXIII 98,NULL,elytron,holotype,250171,width,10
118946,1161860,47775,University of Munich 1964 XXIII 98,NULL,elytron,holotype,250172,length,18.5
118949,1162025,47775,PIN 1328/4,NULL,elytron,holotype,250176,width,3.2
118949,1162025,47775,PIN 1328/4,NULL,elytron,holotype,250177,length,7.2
118953,1162147,47775,"PIN 166/2,3",NULL,elytron,holotype,250183,length,5.5
118956,1162149,47775,PIN 2066/3680,NULL,elytron,holotype,250188,width,4
118956,1162149,47775,PIN 2066/3680,NULL,elytron,holotype,250189,length,12
118959,1162423,47814,NULL,NULL,tegmen,holotype,250197,width,7
118959,1162423,47814,NULL,NULL,tegmen,holotype,250198,length,19
118960,1162424,47814,NULL,NULL,tegmen,NULL,250199,width,14
118960,1162424,47814,NULL,NULL,tegmen,NULL,250200,length,30
118965,1162719,47892,NULL,NULL,forewing,holotype,250209,width,11.8
118965,1162719,47892,NULL,NULL,forewing,holotype,250210,length,34
118966,1162720,47892,NULL,NULL,forewing,holotype,250211,width,5.7
118966,1162720,47892,NULL,NULL,forewing,holotype,250212,length,16.3
118967,1162721,47892,NULL,NULL,forewing,holotype,250213,width,2.2
118967,1162721,47892,NULL,NULL,forewing,holotype,250214,length,10.2
118968,1162722,47892,NULL,NULL,forewing,holotype,250215,width,2.6
118968,1162722,47892,NULL,NULL,forewing,holotype,250216,length,9.2
118969,1162723,47892,NULL,NULL,forewing,holotype,250217,width,2.5
118969,1162723,47892,NULL,NULL,forewing,holotype,250218,length,8.5
118970,1162724,47892,NULL,NULL,forewing,holotype,250219,width,9.9
118970,1162724,47892,NULL,NULL,forewing,holotype,250220,length,23.8
118973,1162725,47892,NULL,NULL,forewing,NULL,250223,length,10.5
118976,1162728,47892,NULL,NULL,forewing,holotype,250226,width,8
118976,1162728,47892,NULL,NULL,forewing,holotype,250227,length,24
118977,1162729,47892,NULL,NULL,forewing,holotype,250228,width,7
118977,1162729,47892,NULL,NULL,forewing,holotype,250229,length,20.2
118978,1162730,47892,NULL,NULL,forewing,holotype,250230,width,6.5
118978,1162730,47892,NULL,NULL,forewing,holotype,250231,length,17
118979,1162731,47892,NULL,NULL,forewing,holotype,250232,width,6.8
118979,1162731,47892,NULL,NULL,forewing,holotype,250233,length,16
118995,1163817,47951,NULL,NULL,elytron,holotype,250255,length,2.5
118997,1163804,46617,PIN 254/1030,NULL,tegmen,holotype,250257,width,0.95
118997,1163804,46617,PIN 254/1030,NULL,tegmen,holotype,250258,length,3.5
118998,1163806,46617,PIN 254/2291,NULL,forewing,holotype,250259,width,3.5
118998,1163806,46617,PIN 254/2291,NULL,forewing,holotype,250260,length,10.8
119000,1163805,46617,PIN 224/12,NULL,forewing,holotype,250262,width,6.8
119000,1163805,46617,PIN 224/12,NULL,forewing,holotype,250263,length,13.5
119001,1163808,46617,PIN 254/2670,NULL,forewing,holotype,250264,width,3.7
119001,1163808,46617,PIN 254/2670,NULL,forewing,holotype,250265,length,9.4
119002,1163810,46617,PIN 254/2534,NULL,forewing,holotype,250266,width,3.7
119002,1163810,46617,PIN 254/2534,NULL,forewing,holotype,250267,length,4.3
119003,1163812,46617,PIN 254/2772,NULL,forewing,NULL,250268,width,1.9
119003,1163812,46617,PIN 254/2772,NULL,forewing,NULL,250269,length,7.9
119004,1163820,46617,PIN 254/998,NULL,forewing,holotype,250270,width,0.8
119004,1163820,46617,PIN 254/998,NULL,forewing,holotype,250271,length,2.1
119005,1163821,46617,PIN 254/951,NULL,forewing,holotype,250272,width,0.96
119005,1163821,46617,PIN 254/951,NULL,forewing,holotype,250273,length,3
119008,1163909,47955,CNU-MEC-NN-2012001,NULL,forewing,holotype,250278,width,5.5
119008,1163909,47955,CNU-MEC-NN-2012001,NULL,forewing,holotype,250279,length,16.6
119010,1163910,47955,CNU-MEC-NN-2012002,NULL,forewing,holotype,250281,length,20.5
119013,1163822,46617,PIN 254/2784,NULL,forewing,holotype,250284,width,1.3
119013,1163822,46617,PIN 254/2784,NULL,forewing,holotype,250285,length,2.9
