collection_no,collection.authorizer,license,occurrence.genus_reso,occurrence.genus_name,occurrence.species_reso,occurrence.species_name,original.genus_reso,original.genus_name,original.species_reso,original.species_name,type_specimen,type_body_part,collection.reference_no,10_my_bin
125990,M. Clapham,CC BY,,Chrysopa,n. sp.,miocenea,,,,,PIN 254/2822,forewing,46617,Cenozoic 5
125990,M. Clapham,CC BY,,Eupteryx,,sp.,,,,,,,46617,Cenozoic 5
125990,M. Clapham,CC BY,,Chanithus,n. sp.,vishneviensis,,,,,PIN 254/2291,exoskeleton,46617,Cenozoic 5
125990,M. Clapham,CC BY,,Lasius,n. sp.,vetulus,,,,,PIN 254/1440,exoskeleton,46617,Cenozoic 5
125990,M. Clapham,CC BY,,Aphrophora,n. sp.,stavropolitana,,,,,PIN 254/2670,tegmen,46617,Cenozoic 5
125990,M. Clapham,CC BY,,Psylla,?,abietis,,,,,,,46617,Cenozoic 5
125990,M. Clapham,CC BY,,Noctuites,n. sp.,caucasicus,,,,,PIN 254/175,forewing,46617,Cenozoic 5
125990,M. Clapham,CC BY,,Cicadella,,viridis,,,,,,,46617,Cenozoic 5
125990,M. Clapham,CC BY,,Psylla,,sp.,,,,,,,46617,Cenozoic 5
125990,M. Clapham,CC BY,,Chrysopa,n. sp.,martynovae,,,,,PIN 254/2825,forewing,46617,Cenozoic 5
125990,M. Clapham,CC BY,,Noctuites,n. sp.,kozhantshikovi,,,,,PIN 254/166,forewing,46617,Cenozoic 5
125990,M. Clapham,CC BY,,Trioza,n. sp.,interposita,,,,,PIN 254/2947,wing,46617,Cenozoic 5
125990,M. Clapham,CC BY,,Dictyophara,,sp.,,,,,,,46617,Cenozoic 5
125990,M. Clapham,CC BY,,Cyamophila,n. sp.,longifurca,,Psylla,n. sp.,longifurca,PIN 254/2784,wing,46617,Cenozoic 5
125991,M. Clapham,CC BY,,Cyamophila,,longifurca,,Psylla,,longifurca,PIN 254/2784,wing,46617,Cenozoic 5
125991,M. Clapham,CC BY,,Chrysopa,,martynovae,,,,,PIN 254/2825,forewing,46617,Cenozoic 5
125991,M. Clapham,CC BY,,Sinophora,n. sp.,miocaenica,,,,,PIN 254/2534,tegmen,46617,Cenozoic 5
125992,M. Clapham,CC BY,,Chrysopa,,martynovae,,,,,PIN 254/2825,forewing,40938,Cenozoic 5
125993,M. Clapham,CC BY,,Psylla,?,abietis,,,,,,,46617,Cenozoic 5
125993,M. Clapham,CC BY,,Chrysopa,,martynovae,,,,,PIN 254/2825,forewing,46617,Cenozoic 5
125994,M. Clapham,CC BY,,Trioza,?,centranthi,,,,,,,46617,Cenozoic 5
125994,M. Clapham,CC BY,,Chrysopa,,martynovae,,,,,PIN 254/2825,forewing,46617,Cenozoic 5
125994,M. Clapham,CC BY,,Trioza,,sp.,,,,,,,46617,Cenozoic 5
125994,M. Clapham,CC BY,,Trioza,?,striola,,,,,,,46617,Cenozoic 5
125995,M. Clapham,CC BY,,Chrysopa,,martynovae,,,,,PIN 254/2825,forewing,40938,Cenozoic 5
125996,M. Clapham,CC BY,,Noctuites,n. sp.,kusnezovi,,,,,PIN 254/1912,forewing,40938,Cenozoic 5
125996,M. Clapham,CC BY,,Noctuites,n. sp.,stavropolicus,,,,,PIN 254/185,forewing,40938,Cenozoic 5
125996,M. Clapham,CC BY,,Chrysopa,,martynovae,,,,,PIN 254/2825,forewing,40938,Cenozoic 5
125996,M. Clapham,CC BY,,Noctuites,n. sp.,maximus,,,,,PIN 254/178,forewing,40938,Cenozoic 5
125996,M. Clapham,CC BY,,Noctuites,,sp.,,,,,,,40938,Cenozoic 5
125997,M. Clapham,CC BY,,Chrysopa,,martynovae,,,,,PIN 254/2825,forewing,40938,Cenozoic 5
125998,M. Clapham,CC BY,,Chrysopa,,martynovae,,,,,PIN 254/2825,forewing,40938,Cenozoic 5
125999,M. Clapham,CC BY,,Chrysopa,,martynovae,,,,,PIN 254/2825,forewing,40938,Cenozoic 5
126000,M. Clapham,CC BY,n. gen.,Baisomyia,n. sp.,incognita,,,,,PIN 1989/3131,exoskeleton,40939,Cretaceous 3
126000,M. Clapham,CC BY,,Accretonemoura,n. sp.,grata,,,,,PIN 1989/3630,wing,40939,Cretaceous 3
126001,M. Clapham,CC BY,n. gen.,Gydarina,n. sp.,karabonica,,,,,PIN 1847/6,nymph,40939,Cretaceous 1
126001,M. Clapham,CC BY,,Westratia,n. sp.,curtipes,,,,,PIN 1847/544,exoskeleton,40939,Cretaceous 1
126001,M. Clapham,CC BY,,Uroperla,n. sp.,karabonensis,,,,,PIN 1847/476,nymph,40939,Cretaceous 1
126001,M. Clapham,CC BY,,Chironomaptera,n. sp.,karabonica,,,,,PIN 1847/283,nymph,40939,Cretaceous 1
126001,M. Clapham,CC BY,?,Holcorobeus,,incertus,?,Holcorobeus,,incertus,PIN 4078/4,exoskeleton,40939,Cretaceous 1
126001,M. Clapham,CC BY,,Neocleistogaster,n. sp.,micrura,,,,,PIN 1847/545,exoskeleton,40939,Cretaceous 1
126001,M. Clapham,CC BY,,Coptoclava,,longipoda,,,,,Cat. No. 2145,exoskeleton,40939,Cretaceous 1
126001,M. Clapham,CC BY,,Manlaya,n. sp.,ghidarina,,,,,PIN 1847/542,exoskeleton,40939,Cretaceous 1
126001,M. Clapham,CC BY,,Orthophlebia,n. sp.,karabonica,,,,,PIN 1847/458,forewing,40939,Cretaceous 1
126001,M. Clapham,CC BY,?,Ulaia,,spp.,,,,,,,40939,Cretaceous 1
126060,M. Clapham,CC BY,n. gen.,Aykhal,n. sp.,helenae,,,,,PIN 3838/1,forewing,40956,Carboniferous 5
126061,M. Clapham,CC BY,,Syscioblatta,n. sp.,euryptera,,,,,PIN 2015/1,tegmen,40957,Permian 1
126062,M. Clapham,CC BY,,Syscioblatta,n. sp.,teberdensis,,,,,PIN 717/1,hindwing,40957,Carboniferous 5
126063,M. Clapham,CC BY,,Syscioblatta,n. sp.,kaierkanensis,,,,,PIN 2016/1,tegmen,40957,Permian 1
126064,M. Clapham,CC BY,,Sysciolata,n. sp.,vorkutensis,,,,,PIN 1631/68,tegmen,40957,Permian 2
126065,M. Clapham,CC BY,n. gen.,Cretomantis,n. sp.,larvalis,,,,,PIN 3064/8511,nymph,8897,Cretaceous 3
126065,M. Clapham,CC BY,,Holcorobeus,n. sp.,latitibialis,,Holcorobeus,n. sp.,latitibialis,PIN 3064/7145,exoskeleton,8897,Cretaceous 3
126152,M. Clapham,CC BY,n. gen.,Anthracocorides,n. sp.,platipes,,,,,NMP U71,exoskeleton,47346,Carboniferous 4
126152,M. Clapham,CC BY,n. gen.,Bojoptera,n. sp.,colorata,,,,,,exoskeleton,47346,Carboniferous 4
126152,M. Clapham,CC BY,n. gen.,Dytiscomorphus,n. sp.,larvalis,,,,,NMP U6,,47346,Carboniferous 4
126152,M. Clapham,CC BY,n. gen.,Kustia,n. sp.,bohemica,,Insecta,,indet.,,,47346,Carboniferous 4
126337,M. Clapham,CC BY,,Pseudochorista,n. sp.,kovbasinae,,,,,PIN 3298/13,forewing,41013,Permian 3
126338,M. Clapham,CC BY,n. gen.,Minusinia,n. sp.,martynovae,,,,,PIN 2610/1,forewing,41013,
126550,M. Clapham,CC BY,,Archimastax,n. sp.,americanus,,,,,USNM 38711,wing,37094,Carboniferous 4
126586,M. Clapham,CC BY,n. gen.,Pharciphyzelus,n. sp.,lacefieldi,,,,,PI993.0001.0001,forewing,41056,Carboniferous 4
126587,M. Clapham,CC BY,,Oligotypus,n. sp.,tuscaloosae,,,,,PI1988.001.001,forewing,41056,Carboniferous 4
126589,M. Clapham,CC BY,n. gen.,Osnogerarus,n. sp.,trecwithiensis,,,,,MS G 1080,forewing,41061,Carboniferous 4
126590,M. Clapham,CC BY,n. gen.,Cantabrala,n. sp.,gandli,,,,,SMF 35377,hindwing,41061,
126591,M. Clapham,CC BY,n. gen.,Korystina,n. sp.,gracilis,,,,,BMNH In.49692,exoskeleton,41067,Cenozoic 2
126591,M. Clapham,CC BY,?,Blastophagus,,sp.,,,,,,,41067,Cenozoic 2
126591,M. Clapham,CC BY,,Camptorrhinites,,sp.,,,,,,,41067,Cenozoic 2
126591,M. Clapham,CC BY,n. gen.,Lutago,n. sp.,fetosus,,,,,BMNH In.49372,exoskeleton,41067,Cenozoic 2
126591,M. Clapham,CC BY,,Venablesia,,spp.,,,,,,,41067,Cenozoic 2
126591,M. Clapham,CC BY,n. gen.,Erirrhinites,n. sp.,bognorensis,,,,,BMNH In.49045,exoskeleton,41067,Cenozoic 2
126591,M. Clapham,CC BY,n. gen.,Potergites,n. sp.,senectus,,,,,BMNH In.49405,exoskeleton,41067,Cenozoic 2
126591,M. Clapham,CC BY,n. gen.,Taylorius,n. sp.,litoralis,,,,,BMNH In.49340,exoskeleton,41067,Cenozoic 2
126591,M. Clapham,CC BY,,Onthophagus,,sp.,,,,,,,41067,Cenozoic 2
126591,M. Clapham,CC BY,n. gen.,Camptorrhinites,n. sp.,orarius,,,,,BMNH In.49353,exoskeleton,41067,Cenozoic 2
126591,M. Clapham,CC BY,n. gen.,Pissodites,n. sp.,argillosus,,,,,BMNH In.49325,exoskeleton,41067,Cenozoic 2
126591,M. Clapham,CC BY,n. gen.,Venablesia,n. sp.,colluvium,,,,,BMNH In.49102,exoskeleton,41067,Cenozoic 2
126591,M. Clapham,CC BY,,Lutago,n. sp.,nanus,,,,,BMNH In.49094,exoskeleton,41067,Cenozoic 2
126591,M. Clapham,CC BY,,Pactopus,n. sp.,avitus,,,,,BMNH In.49404,exoskeleton,41067,Cenozoic 2
126591,M. Clapham,CC BY,,Erirrhinites,,sp.,,,,,,,41067,Cenozoic 2
126591,M. Clapham,CC BY,n. gen.,Saprosites,n. sp.,cascus,,,,,BMNH In.49695,exoskeleton,41067,Cenozoic 2
126592,M. Clapham,CC BY,n. gen.,Frankenholzia,n. sp.,culmanni,,,,,Saarbrucken Mining School D/250,wing,41069,Carboniferous 4
126594,M. Clapham,CC BY,,Pincombea,n. sp.,parvifurcata,,,,,BMNH In. 45282,forewing,41079,Permian 4
126594,M. Clapham,CC BY,,Eopsyllidium,,delicatulum,,,,,AM F39795,forewing,41079,Permian 4
126594,M. Clapham,CC BY,,Protopsyllidium,,australe,,,,,,tegmen,41079,Permian 4
126594,M. Clapham,CC BY,,Pincombea,,media,,,,,AM F39796,forewing,41079,Permian 4
126594,M. Clapham,CC BY,,Permopsyllidium,n. sp.,australense,,,,,BMNH In. 45215,forewing,41079,Permian 4
126594,M. Clapham,CC BY,,Eopsyllidium,,davisi,,,,,BMNH In. 45262,hindwing,41079,Permian 4
126594,M. Clapham,CC BY,,Protopsyllidium,,sinuatum,,,,,AM F39801,forewing,41079,Permian 4
126594,M. Clapham,CC BY,,Pincombea,,mirabilis,,,,,J. Mitchell Coll. P 2,forewing,41079,Permian 4
126868,M. Clapham,CC BY,,Bechlya,n. sp.,ericrobinsoni,,,,,BMB 018498.-9,wing,41199,Carboniferous 4
127034,M. Clapham,CC BY,,Chresmoda,,neotropica,,,,,SMNS 66000-13,exoskeleton,41244,Cretaceous 3
127035,M. Clapham,CC BY,,Boltonites,n. sp.,radstockensis,,Meganeura,n. sp.,radstockensis,,forewing,41243,Carboniferous 4
127036,M. Clapham,CC BY,n. gen.,Mazonopterum,n. sp.,wolfforum,,,,,FMNH PE 15138,exoskeleton,41251,Carboniferous 4
127039,M. Clapham,CC BY,n. gen.,Mazothairos,n. sp.,enormis,,,,,UIMNH 2,thorax,41251,Carboniferous 4
127040,M. Clapham,CC BY,n. gen.,Mazonopterum,,wolfforum,,,,,FMNH PE 15138,exoskeleton,41251,Carboniferous 4
127041,M. Clapham,CC BY,n. gen.,Larryia,n. sp.,osterbergi,,,,,P9B 674 ab,exoskeleton,41251,Carboniferous 4
127042,M. Clapham,CC BY,n. gen.,Turneropterum,n. sp.,turneri,,,,,"RT 103a, b",exoskeleton,41251,Carboniferous 4
127043,M. Clapham,CC BY,n. gen.,Velizphlebia,n. sp.,cruzi,,,,,MHIN-UNSL-GEO-I 484,forewing,41258,Carboniferous 5
127043,M. Clapham,CC BY,n. gen.,Paganzophlebia,n. sp.,polyclada,,,,,MHIN-UNSL-GEO-I 485,hindwing,41258,Carboniferous 5
127044,M. Clapham,CC BY,n. gen.,Taiophlebia,n. sp.,niloriclasodae,,,,,,forewing,41258,Carboniferous 5
127045,M. Clapham,CC BY,n. gen.,Adolarryia,n. sp.,bairdi,,,,,FMNH PE 30272,exoskeleton,41251,Carboniferous 4
127046,M. Clapham,CC BY,,Artinska,n. sp.,vorkutensis,,,,,PIN 1631/249,forewing,41265,Permian 2
127047,M. Clapham,CC BY,,Neprotembia,n. sp.,complicata,,,,,PIN 1631/314,forewing,41265,Permian 2
127048,M. Clapham,CC BY,,Permopectina,n. sp.,vorkutensis,,,,,PIN 1206/34,forewing,41265,Permian 2
127049,M. Clapham,CC BY,,Khosaridelia,n. sp.,rigida,,,,,PIN 1631/407,forewing,41265,Permian 2
127050,M. Clapham,CC BY,n. gen.,Vorkutopterum,n. sp.,monstrosum,,,,,PIN 1631/239,forewing,41265,Permian 2
127051,M. Clapham,CC BY,,Parapermula,n. sp.,circummaculosa,,,,,PIN 1631/414,forewing,41265,Permian 2
127052,M. Clapham,CC BY,,Liomopterella,n. sp.,parakitiakensis,,,,,PIN 1631/408,forewing,41265,Permian 2
127053,M. Clapham,CC BY,,Liomopterella,n. sp.,tota,,,,,PIN 1631/429,forewing,41265,Permian 2
127054,M. Clapham,CC BY,,Liomopterum,n. sp.,minor,,,,,PIN 1631/409,forewing,41265,Permian 2
127055,M. Clapham,CC BY,,Liomopterum,,minor,,,,,PIN 1631/409,forewing,41265,Permian 2
127056,M. Clapham,CC BY,,Liomopterum,,minor,,,,,PIN 1631/409,forewing,41265,Permian 2
127057,M. Clapham,CC BY,,Liomopterum,,minor,,,,,PIN 1631/409,forewing,41265,Permian 2
127171,M. Clapham,CC BY,n. gen.,Elcanopsis,n. sp.,sydneyensis,n. gen.,Elcanopsis,n. sp.,sydneiensis,,forewing,41341,Permian 4
127172,M. Clapham,CC BY,,Ypresiomyrma,,rebekkae,,Pachycondyla,,rebekkae,GMUC Danekrae 94,exoskeleton,41343,Cenozoic 2
127172,M. Clapham,CC BY,n. gen.,Eodysagrion,n. sp.,mikkelseni,,,,,MM 1842,wing,41343,Cenozoic 2
127173,M. Clapham,CC BY,,Primorilestes,n. sp.,madseni,,,,,MM 14M-A2786,wing,41343,Cenozoic 2
127184,M. Clapham,CC BY,,Pseudopulex,n. sp.,magnus,,,,,CNU-ND2010002,exoskeleton,41366,Cretaceous 3
127218,M. Clapham,CC BY,n. gen.,Pteronidia,n. sp.,plicatula,,,,,,wing,47423,Carboniferous 4
127218,M. Clapham,CC BY,n. gen.,Cryptovenia,n. sp.,moyseyi,,,,,,wing,47423,Carboniferous 4
127218,M. Clapham,CC BY,n. gen.,Boltonocosta,n. sp.,splendens,n. gen.,Orthocosta,n. sp.,splendens,,wing,47423,Carboniferous 4
127219,M. Clapham,CC BY,,Doxocopa,n. sp.,wilmattae,,Chlorippe,n. sp.,wilmattae,MCZ B602,exoskeleton,41345,Cenozoic 3
127264,M. Clapham,CC BY,,Balaninus,,restrictus,,,,,,exoskeleton,41345,Cenozoic 3
127286,M. Clapham,CC BY,,Hypermegethes,n. sp.,northumbriae,,,,,BMNH In 18524,wing,48360,Carboniferous 4
127287,M. Clapham,CC BY,n. gen.,Rochdalia,n. sp.,parkeri,,,,,MM L11464,nymph,49653,Carboniferous 4
127287,M. Clapham,CC BY,,Spilaptera,n. sp.,sutcliffei,,,,,MM L.8197,wing,49653,Carboniferous 4
127288,M. Clapham,CC BY,,Lamproptilia,n. sp.,tenuitegminata,,,,,MPG 24509,hindwing,48358,Carboniferous 4
127289,M. Clapham,CC BY,,Aenigmatodes,n. sp.,regularis,,,,,British Museum In. 18604,wing,40794,Carboniferous 4
127290,M. Clapham,CC BY,,Archaeoptilus,,ingens,,,,,,wing,40794,Carboniferous 4
127291,M. Clapham,CC BY,,Genentomum,n. sp.,subacutum,,,,,,wing,48355,Carboniferous 4
127292,M. Clapham,CC BY,,Archimylacris,,sp.,,,,,,,48358,Carboniferous 4
127292,M. Clapham,CC BY,,Soomylacris,n. sp.,strahani,,,,,MPG 49249,tegmen,48358,Carboniferous 4
127292,M. Clapham,CC BY,,Etoblattina,n. sp.,hastata,,Archimylacris,n. sp.,hastata,MPG 24501,tegmen,48358,Carboniferous 4
127415,M. Clapham,CC BY,,Hylesinus,n. sp.,neli,,Hylesinus,n. sp.,neli,MNHN-LP-R.55233,exoskeleton,38446,Cenozoic 4
127415,M. Clapham,CC BY,n. gen.,Parazacalittes,n. sp.,aquisextana,,,,,IPM-R.06688,wing,38446,Cenozoic 4
127415,M. Clapham,CC BY,,Lestes,informal,sp. 2,,,,,,,38446,Cenozoic 4
127415,M. Clapham,CC BY,,Aeshna,n. sp.,oligocenica,,,,,MNHN-LP-R.07895,hindwing,38446,Cenozoic 4
127415,M. Clapham,CC BY,?,Umma,,sp.,,,,,,,38446,Cenozoic 4
127415,M. Clapham,CC BY,,Oligoaeschna,n. sp.,oligocenica,,Jagoria,n. sp.,oligocenica,MNHN-LP-R.07451,forewing,38446,Cenozoic 4
127415,M. Clapham,CC BY,,Lestes,informal,sp. 1,,,,,,,38446,Cenozoic 4
127415,M. Clapham,CC BY,n. gen.,Caussanelia,n. sp.,papaziani,,,,,MNHN-LP-R. 55179,wing,38446,Cenozoic 4
127415,M. Clapham,CC BY,,Limnoxenus,n. sp.,olenus,,,,,MNHN A32835,exoskeleton,38446,Cenozoic 4
127415,M. Clapham,CC BY,n. gen.,Oligokalotermes,n. sp.,fischeri,,,,,Coll Nel 202,exoskeleton,38446,Cenozoic 4
127415,M. Clapham,CC BY,,Lestes,n. sp.,aquisextana,,,,,MNHN-LP-R 07447,wing,38446,Cenozoic 4
127415,M. Clapham,CC BY,,Gyrinus,n. sp.,aquisextanea,,,,,MNHN-IPM-R 07724,exoskeleton,38446,Cenozoic 4
127417,M. Clapham,CC BY,,Aphaenogaster,n. sp.,pannonica,,Aphaenogaster,n. sp.,pannonicus,NHMW 367/1960,forewing,50883,Cenozoic 6
127417,M. Clapham,CC BY,,Sciara,n. sp.,schremmeri,,Lycoria,n. sp.,schremmeri,NHMW 402/1961,wing,50883,Cenozoic 6
127417,M. Clapham,CC BY,,Camponotus,n. sp.,ullrichi,,,,,NHMW 368/1960,forewing,50883,Cenozoic 6
127417,M. Clapham,CC BY,,Aeshna,n. sp.,voesendorfensis,,Aeschna,n. sp.,voesendorfensis,NHMW 18/1952,forewing,50883,Cenozoic 6
127418,M. Clapham,CC BY,,Aeshna,,grandis,,,,,,,38446,Cenozoic 6
127419,M. Clapham,CC BY,,Aeshna,,isosceles,,,,,,,37027,
127434,M. Clapham,CC BY,,Heliaeschna,n. sp.,parallela,,,,,coll Geological Committee,forewing,38446,Cenozoic 5
127452,M. Clapham,CC BY,,Oligoaeschna,,sp.,,Oligoaeschna,,pryeri,,,42272,Cenozoic 6
127452,M. Clapham,CC BY,,Calopteryx,,sp.,,Calopteryx,,atrata,,,42272,Cenozoic 6
127454,M. Clapham,CC BY,,Anthracoblattina,,sp.,,,,,,,50642,Carboniferous 5
127454,M. Clapham,CC BY,,Opsiomylacris,,thevenini,,,,,,,50642,Carboniferous 5
127481,R. Benson,CC BY,,Libellulium,n. sp.,agrias,,,,,,wing,41527,Cretaceous 1
127481,R. Benson,CC BY,?,Semiglobus,n. sp.,chrysomelinus,,Coleoptera,,indet.,,elytra,41527,Cretaceous 1
127481,R. Benson,CC BY,,Corethrium,n. sp.,pertinax,,,,,,exoskeleton,41527,Cretaceous 1
127481,R. Benson,CC BY,,Cyllonium,n. sp.,boisduvalianum,,,,,,wing,41527,Cretaceous 1
127481,R. Benson,CC BY,?,Helopidium,n. sp.,rugosum,,Coleoptera,,indet.,,elytra,41527,Cretaceous 1
127481,R. Benson,CC BY,,Diechoblattina,,ungeri,,Blattidae,informal,indet. 2,,,41527,Cretaceous 1
127481,R. Benson,CC BY,,Prosthenostictus,,ungeri,,Coleoptera,n. sp.,indet.,,,41527,Cretaceous 1
127481,R. Benson,CC BY,,Chresmoda,n. sp.,oweni,,Gryllidium,n. sp.,oweni,,wing,41527,Cretaceous 1
127481,R. Benson,CC BY,,Cretaneophya,,strevensi,,Homoptera,,indet.,BMB 018811/-2,wing,41527,Cretaceous 1
127481,R. Benson,CC BY,,Scylacocoris,,furcatus,,Cimicidae,n. sp.,indet.,,,41527,Cretaceous 1
127481,R. Benson,CC BY,,Telephorium,n. sp.,abgarus,,,,,,elytra,41527,Cretaceous 1
127481,R. Benson,CC BY,,Aeschnopsis,,perampla,n. gen.,Odonata,n. sp.,indet.,,,41527,Cretaceous 1
127481,R. Benson,CC BY,n. gen.,Tentyridium,n. sp.,peleus,,,,,,elytra,41527,Cretaceous 1
127481,R. Benson,CC BY,n. gen.,Cimicidium,n. sp.,dallasi,n. gen.,Cimicidium,n. sp.,dallasii,,tegmen,41527,Cretaceous 1
127481,R. Benson,CC BY,,Ironicus,n. sp.,nothrus,,Harpalidium,n. sp.,nothrus,,elytra,41527,Cretaceous 1
127481,R. Benson,CC BY,,Libellulium,n. sp.,kaupii,,,,,,wing,41527,Cretaceous 1
127481,R. Benson,CC BY,?,Pantodapus,n. sp.,westwoodi,,Coleoptera,,indet.,,elytra,41527,Cretaceous 1
127481,R. Benson,CC BY,,Parabuprestium,n. sp.,teleas,,Buprestium,n. sp.,teleas,,elytra,41527,Cretaceous 1
127481,R. Benson,CC BY,,Durdlestoneia,,antiqua,,Blattidae,informal,indet. 1,,,41527,Cretaceous 1
127481,R. Benson,CC BY,,Harpalomimes,,burmeisteri,,Coleoptera,n. sp.,indet.,,,41527,Cretaceous 1
127481,R. Benson,CC BY,,Harpalidium,n. sp.,anactus,,,,,,elytra,41527,Cretaceous 1
127481,R. Benson,CC BY,,Panorpidium,,beyrichi,,Panorpidium,n. sp.,tessellatum,NHM I.3982 (part) I.12262 (counterpart),tegmen,41527,Cretaceous 1
127481,R. Benson,CC BY,,Raphidium,n. sp.,brephos,,,,,,wing,41527,Cretaceous 1
127481,R. Benson,CC BY,,Kelidus,n. sp.,bolbus,,Buprestium,n. sp.,bolbus,,elytra,41527,Cretaceous 1
127523,M. Clapham,CC BY,,Archimylacris,n. sp.,woodwardi,,,,,,tegmen,48354,Carboniferous 4
127525,M. Clapham,CC BY,,Phyloblatta,n. sp.,transversalis,,,,,,wing,46110,Carboniferous 4
127540,M. Clapham,CC BY,,Lithomylacris,n. sp.,kirkbyi,,,,,,tegmen,48851,Carboniferous 4
